UM_CODE,UM_NAMEF,global_id,UM_NAMES,UM_TRANS,UM_TYPE,UM_TM,UM_TE,UM_KLADR,,,,,,,,
44735,Тамбовский проезд,58484162,Тамбовский пр.,Tambovskij proezd,3,735650,1206,"7,70130000020018E+016",,,,,,,,
44740,Тульский проезд,58484163,Тульский пр.,Tul`skij proezd,3,735650,1206,"7,7013000002002E+016",,,,,,,,
44745,проезд Энтузиастов,58484164,пр. Энтузиастов,proezd E'ntuziastov,3,735650,1206,"7,70130000020015E+016",,,,,,,,
44750,Лесная улица,58484165,Лесная ул.,Lesnaya ulicza,1,735680,1206,"7,70130000110001E+016",,,,,,,,
44755,2-я Огородная улица,58484166,2-я Огородная ул.,Vtoraya Ogorodnaya ulicza,1,735700,1206,"7,70130000120014E+016",,,,,,,,
44760,Берёзовая улица,58484167,Берёзовая ул.,Beryozovaya ulicza,1,735700,1206,"7,70130000120015E+016",,,,,,,,
44765,Бирюзовая улица,58484168,Бирюзовая ул.,Biryuzovaya ulicza,1,735700,1206,"7,70130000120017E+016",,,,,,,,
44770,Вербная улица,58484169,Вербная ул.,Verbnaya ulicza,1,735700,1206,"7,70130000120023E+016",,,,,,,,
44775,Водозаборный тупик,58484170,Водозаборный туп.,Vodozaborny'j tupik,7,735700,1206,"7,70130000120026E+016",,,,,,,,
44780,Городская улица,58484171,Городская ул.,Gorodskaya ulicza,1,735700,1206,"7,70130000120002E+016",,,,,,,,
44785,Долгинская улица,58484172,Долгинская ул.,Dolginskaya ulicza,1,735700,1206,"7,70130000120003E+016",,,,,,,,
44790,Заречная улица,58484173,Заречная ул.,Zarechnaya ulicza,1,735700,1206,"7,70130000120025E+016",,,,,,,,
44795,Заречный тупик,58484174,Заречный туп.,Zarechny'j tupik,7,735700,1206,"7,70130000120034E+016",,,,,,,,
44800,1-й Заречный проезд,58484175,1-й Заречный пр.,Pervy'j Zarechny'j proezd,3,735700,1206,"7,70130000120028E+016",,,,,,,,
44805,1-й Заречный переулок,58484176,1-й Заречный пер.,Pervy'j Zarechny'j pereulok,2,735700,1206,"7,70130000120031E+016",,,,,,,,
44810,2-й Заречный проезд,58484177,2-й Заречный пр.,Vtoroj Zarechny'j proezd,3,735700,1206,"7,70130000120029E+016",,,,,,,,
44815,2-й Заречный переулок,58484178,2-й Заречный пер.,Vtoroj Zarechny'j pereulok,2,735700,1206,"7,70130000120032E+016",,,,,,,,
44820,3-й Заречный переулок,58484179,3-й Заречный пер.,Tretij Zarechny'j pereulok,2,735700,1206,"7,70130000120033E+016",,,,,,,,
44825,Звёздная улица,58484180,Звёздная ул.,Zvyozdnaya ulicza,1,735700,1206,"7,70130000120022E+016",,,,,,,,
44830,Изумрудная улица,58484181,Изумрудная ул.,Izumrudnaya ulicza,1,735700,1206,"7,70130000120018E+016",,,,,,,,
44835,Лесная улица,58484182,Лесная ул.,Lesnaya ulicza,1,735700,1206,"7,70130000120027E+016",,,,,,,,
44840,улица Лодырка,58484183,ул. Лодырка,ulicza Lody'rka,1,735700,1206,"7,70130000120013E+016",,,,,,,,
44845,Малиновая улица,58484184,Малиновая ул.,Malinovaya ulicza,1,735700,1206,"7,7013000012002E+016",,,,,,,,
44850,Новая улица,58484185,Новая ул.,Novaya ulicza,1,735700,1206,"7,70130000120012E+016",,,,,,,,
44855,Огородная улица,58484186,Огородная ул.,Ogorodnaya ulicza,1,735700,1206,"7,70130000120006E+016",,,,,,,,
44860,Песочная улица,58484187,Песочная ул.,Pesochnaya ulicza,1,735700,1206,"7,70130000120008E+016",,,,,,,,
44865,Полевая улица,58484188,Полевая ул.,Polevaya ulicza,1,735700,1206,"7,70130000120007E+016",,,,,,,,
44870,Рабочая улица,58484189,Рабочая ул.,Rabochaya ulicza,1,735700,1206,"7,70130000120004E+016",,,,,,,,
44875,Рубиновая улица,58484190,Рубиновая ул.,Rubinovaya ulicza,1,735700,1206,"7,70130000120021E+016",,,,,,,,
44880,Рябиновая улица,58484191,Рябиновая ул.,Ryabinovaya ulicza,1,735700,1206,"7,70130000120024E+016",,,,,,,,
44885,Сосновая улица,58484192,Сосновая ул.,Sosnovaya ulicza,1,735700,1206,"7,70130000120016E+016",,,,,,,,
44890,Тимуровская улица,58484193,Тимуровская ул.,Timurovskaya ulicza,1,735700,1206,"7,7013000012001E+016",,,,,,,,
44895,Цветочная улица,58484194,Цветочная ул.,Czvetochnaya ulicza,1,735700,1206,"7,70130000120019E+016",,,,,,,,
44900,Южная улица,58484195,Южная ул.,Yuzhnaya ulicza,1,735700,1206,"7,70130000120001E+016",,,,,,,,
44905,Западная улица,58484196,Западная ул.,Zapadnaya ulicza,1,735740,1206,"7,70130000080007E+016",,,,,,,,
44910,Малая улица,58484197,Малая ул.,Malaya ulicza,1,735740,1206,"7,70130000080009E+016",,,,,,,,
44915,Мирная улица,58484198,Мирная ул.,Mirnaya ulicza,1,735740,1206,"7,70130000080014E+016",,,,,,,,
44920,Мирская улица,58484199,Мирская ул.,Mirskaya ulicza,1,735740,1206,"7,70130000080011E+016",,,,,,,,
44925,Нагорная улица,58484200,Нагорная ул.,Nagornaya ulicza,1,735740,1206,"7,70130000080004E+016",,,,,,,,
44930,Спокойная улица,58484201,Спокойная ул.,Spokojnaya ulicza,1,735740,1206,"7,70130000080012E+016",,,,,,,,
44935,Столбовая улица,58484202,Столбовая ул.,Stolbovaya ulicza,1,735740,1206,"7,70130000080018E+016",,,,,,,,
44940,Тенистая улица,58484203,Тенистая ул.,Tenistaya ulicza,1,735740,1206,"7,70130000080013E+016",,,,,,,,
44945,Ясеневская улица,58484204,Ясеневская ул.,Yasenevskaya ulicza,1,735740,1206,"7,70130000080002E+016",,,,,,,,
44950,Дачная улица,58484205,Дачная ул.,Dachnaya ulicza,1,735750,1206,"7,7013000006001E+016",,,,,,,,
44955,Нескучная улица,58484206,Нескучная ул.,Neskuchnaya ulicza,1,735750,1206,"7,70130000060004E+016",,,,,,,,
44960,Пахринская улица,58484207,Пахринская ул.,Paxrinskaya ulicza,1,735750,1206,"7,70130000060008E+016",,,,,,,,
44965,Пригожая улица,58484208,Пригожая ул.,Prigozhaya ulicza,1,735750,1206,"7,70130000060006E+016",,,,,,,,
44970,Снежная улица,58484209,Снежная ул.,Snezhnaya ulicza,1,735750,1206,"7,70130000060003E+016",,,,,,,,
44975,Центральная улица,58484210,Центральная ул.,Czentral`naya ulicza,1,735750,1206,"7,70130000060005E+016",,,,,,,,
44980,Школьная улица,58484211,Школьная ул.,Shkol`naya ulicza,1,735750,1206,"7,70130000060009E+016",,,,,,,,
44985,Верхняя улица,58484212,Верхняя ул.,Verxnyaya ulicza,1,735760,1206,"7,70130000010011E+016",,,,,,,,
44990,Весенняя улица,58484213,Весенняя ул.,Vesennyaya ulicza,1,735760,1206,"7,7013000001001E+016",,,,,,,,
44995,Вишнёвая улица,58484214,Вишнёвая ул.,Vishnyovaya ulicza,1,735760,1206,"7,70130000010003E+016",,,,,,,,
45000,Волжская улица,58484215,Волжская ул.,Volzhskaya ulicza,1,735760,1206,"7,70130000010024E+016",,,,,,,,
45005,Грушевая улица,58484216,Грушевая ул.,Grushevaya ulicza,1,735760,1206,"7,70130000010016E+016",,,,,,,,
45010,Железнодорожная улица,58484217,Железнодорожная ул.,Zheleznodorozhnaya ulicza,1,735770,1206,"7,70130000280028E+016",,,,,,,,
45015,10-й Железнодорожный переулок,58484218,10-й Железнодорожный пер.,Desyaty'j Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280019E+016",,,,,,,,
45020,1-й Железнодорожный переулок,58484219,1-й Железнодорожный пер.,Pervy'j Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280004E+016",,,,,,,,
45025,2-й Железнодорожный переулок,58484220,2-й Железнодорожный пер.,Vtoroj Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280011E+016",,,,,,,,
45030,3-й Железнодорожный переулок,58484221,3-й Железнодорожный пер.,Tretij Zheleznodorozhny'j pereulok,2,735770,1206,"7,7013000028002E+016",,,,,,,,
45035,5-й Железнодорожный переулок,58484222,5-й Железнодорожный пер.,Pyaty'j Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280026E+016",,,,,,,,
45040,6-й Железнодорожный переулок,58484223,6-й Железнодорожный пер.,Shestoj Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280007E+016",,,,,,,,
45045,7-й Железнодорожный переулок,58484224,7-й Железнодорожный пер.,Sed`moj Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280027E+016",,,,,,,,
45050,8-й Железнодорожный переулок,58484225,8-й Железнодорожный пер.,Vos`moj Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280001E+016",,,,,,,,
45055,улица Журналистов,58484226,ул. Журналистов,ulicza Zhurnalistov,1,735770,1206,"7,70130000280029E+016",,,,,,,,
45060,Заречная улица,58484227,Заречная ул.,Zarechnaya ulicza,1,735770,1206,"7,70130000280024E+016",,,,,,,,
45065,Зелёная улица,58484228,Зелёная ул.,Zelyonaya ulicza,1,735760,1206,"7,70130000010023E+016",,,,,,,,
45070,Июньская улица,58484229,Июньская ул.,Iyun`skaya ulicza,1,735770,1206,"7,70130000280008E+016",,,,,,,,
45075,Камышовая улица,58484230,Камышовая ул.,Kamy'shovaya ulicza,1,735760,1206,"7,70130000010017E+016",,,,,,,,
45080,1-й Киевский переулок,58484231,1-й Киевский пер.,Pervy'j Kievskij pereulok,2,735770,1206,"7,70130000280016E+016",,,,,,,,
45085,2-й Киевский переулок,58484232,2-й Киевский пер.,Vtoroj Kievskij pereulok,2,735770,1206,"7,70130000280012E+016",,,,,,,,
45090,3-й Киевский переулок,58484233,3-й Киевский пер.,Tretij Kievskij pereulok,2,735770,1206,"7,70130000280015E+016",,,,,,,,
45095,4-й Киевский переулок,58484234,4-й Киевский пер.,Chetvyorty'j Kievskij pereulok,2,735770,1206,"7,70130000280014E+016",,,,,,,,
45100,5-й Киевский переулок,58484235,5-й Киевский пер.,Pyaty'j Kievskij pereulok,2,735770,1206,"7,70130000280017E+016",,,,,,,,
45105,Лесная улица,58484236,Лесная ул.,Lesnaya ulicza,1,735760,1206,"7,70130000010008E+016",,,,,,,,
45110,Лесная улица,58484237,Лесная ул.,Lesnaya ulicza,1,735770,1206,"7,70130000280022E+016",,,,,,,,
45115,Летняя улица,58484238,Летняя ул.,Letnyaya ulicza,1,735760,1206,"7,70130000010009E+016",,,,,,,,
45120,Луговая улица,58484239,Луговая ул.,Lugovaya ulicza,1,735770,1206,"7,70130000280025E+016",,,,,,,,
45125,Майская улица,58484240,Майская ул.,Majskaya ulicza,1,735770,1206,"7,70130000280009E+016",,,,,,,,
45130,Парковая улица,58484241,Парковая ул.,Parkovaya ulicza,1,735770,1206,"7,70130000280023E+016",,,,,,,,
45135,Просторная улица,58484242,Просторная ул.,Prostornaya ulicza,1,735760,1206,"7,70130000010001E+016",,,,,,,,
45140,улица Рассудовское Лесничество,58484243,ул. Рассудовское Лесничество,ulicza Rassudovskoe Lesnichestvo,1,735760,1206,"7,70130000010026E+016",,,,,,,,
45145,Ручейная улица,58484244,Ручейная ул.,Ruchejnaya ulicza,1,735760,1206,"7,70130000010004E+016",,,,,,,,
45150,Рябиновая улица,58484245,Рябиновая ул.,Ryabinovaya ulicza,1,735760,1206,"7,70130000010025E+016",,,,,,,,
45155,Садовый переулок,58484246,Садовый пер.,Sadovy'j pereulok,2,735770,1206,"7,70130000280006E+016",,,,,,,,
45160,Святая улица,58484247,Святая ул.,Svyataya ulicza,1,735760,1206,"7,70130000010013E+016",,,,,,,,
45165,Сиреневая улица,58484248,Сиреневая ул.,Sirenevaya ulicza,1,735760,1206,"7,70130000010019E+016",,,,,,,,
45170,Совхозная улица,58484249,Совхозная ул.,Sovxoznaya ulicza,1,735760,1206,"7,70130000010005E+016",,,,,,,,
45175,Сосновая улица,58484250,Сосновая ул.,Sosnovaya ulicza,1,735770,1206,"7,7013000028001E+016",,,,,,,,
45180,Центральная улица,58484251,Центральная ул.,Czentral`naya ulicza,1,735770,1206,"7,70130000280018E+016",,,,,,,,
45185,Школьная улица,58484252,Школьная ул.,Shkol`naya ulicza,1,735760,1206,"7,70130000010006E+016",,,,,,,,
45190,Дальняя улица,58484253,Дальняя ул.,Dal`nyaya ulicza,1,735780,1206,"7,70130000050013E+016",,,,,,,,
45195,Задорная улица,58484254,Задорная ул.,Zadornaya ulicza,1,735780,1206,"7,70130000050004E+016",,,,,,,,
45200,Зелёная улица,58484255,Зелёная ул.,Zelyonaya ulicza,1,735780,1206,"7,70130000050008E+016",,,,,,,,
45205,Кленовая улица,58484256,Кленовая ул.,Klenovaya ulicza,1,735780,1206,"7,70130000050014E+016",,,,,,,,
45210,Красная улица,58484257,Красная ул.,Krasnaya ulicza,1,735780,1206,"7,70130000050012E+016",,,,,,,,
45215,Лиственная улица,58484258,Лиственная ул.,Listvennaya ulicza,1,735780,1206,"7,70130000050006E+016",,,,,,,,
45220,Луговая улица,58484259,Луговая ул.,Lugovaya ulicza,1,735780,1206,"7,70130000050009E+016",,,,,,,,
45225,Молодецкая улица,58484260,Молодецкая ул.,Molodeczkaya ulicza,1,735780,1206,"7,70130000050005E+016",,,,,,,,
45230,Ореховая улица,58484261,Ореховая ул.,Orexovaya ulicza,1,735780,1206,"7,70130000050002E+016",,,,,,,,
45235,Привольная улица,58484262,Привольная ул.,Privol`naya ulicza,1,735780,1206,"7,7013000005001E+016",,,,,,,,
45240,Раздольная улица,58484263,Раздольная ул.,Razdol`naya ulicza,1,735780,1206,"7,70130000050007E+016",,,,,,,,
45245,Светлая улица,58484264,Светлая ул.,Svetlaya ulicza,1,735780,1206,"7,70130000050003E+016",,,,,,,,
45250,Славянская улица,58484265,Славянская ул.,Slavyanskaya ulicza,1,735780,1206,"7,70130000050001E+016",,,,,,,,
45255,Солнечная улица,58484266,Солнечная ул.,Solnechnaya ulicza,1,735780,1206,"7,70130000050011E+016",,,,,,,,
45260,Заречная улица,58484267,Заречная ул.,Zarechnaya ulicza,1,735830,1206,"7,70130000160006E+016",,,,,,,,
45265,Кузнечная улица,58484268,Кузнечная ул.,Kuznechnaya ulicza,1,735830,1206,"7,70130000160007E+016",,,,,,,,
45270,Липовая улица,58484269,Липовая ул.,Lipovaya ulicza,1,735830,1206,"7,70130000160003E+016",,,,,,,,
45275,Луговая улица,58484270,Луговая ул.,Lugovaya ulicza,1,735830,1206,"7,70130000160008E+016",,,,,,,,
45280,Моховая улица,58484271,Моховая ул.,Moxovaya ulicza,1,735830,1206,"7,70130000160002E+016",,,,,,,,
45285,Плодородная улица,58484272,Плодородная ул.,Plodorodnaya ulicza,1,735830,1206,"7,70130000160009E+016",,,,,,,,
45290,Северная улица,58484273,Северная ул.,Severnaya ulicza,1,735830,1206,"7,70130000160001E+016",,,,,,,,
45295,Солнечная улица,58484274,Солнечная ул.,Solnechnaya ulicza,1,735830,1206,"7,70130000160005E+016",,,,,,,,
45300,Столбовая улица,58484275,Столбовая ул.,Stolbovaya ulicza,1,735830,1206,"7,70130000160004E+016",,,,,,,,
45305,Киевский переулок,58484276,Киевский пер.,Kievskij pereulok,2,735840,1206,"7,70130000270008E+016",,,,,,,,
45310,Дачный переулок,58484277,Дачный пер.,Dachny'j pereulok,2,735840,1206,"7,70130000270006E+016",,,,,,,,
45315,Дорожная улица,58484278,Дорожная ул.,Dorozhnaya ulicza,1,735840,1206,"7,70130000270007E+016",,,,,,,,
45320,Дружная улица,58484279,Дружная ул.,Druzhnaya ulicza,1,735840,1206,"7,70130000270004E+016",,,,,,,,
45325,Кольцевая улица,58484280,Кольцевая ул.,Kol`czevaya ulicza,1,735840,1206,"7,7013000027001E+016",,,,,,,,
45330,улица Полянка,58484281,ул. Полянка,ulicza Polyanka,1,735840,1206,"7,70130000270002E+016",,,,,,,,
45335,Речная улица,58484282,Речная ул.,Rechnaya ulicza,1,735840,1206,"7,70130000270003E+016",,,,,,,,
45340,Торговая площадь,58484283,Торговая пл.,Torgovaya ploshhad`,4,735840,1206,"7,70130000270011E+016",,,,,,,,
45345,Центральная улица,58484284,Центральная ул.,Czentral`naya ulicza,1,735840,1206,"7,70130000270012E+016",,,,,,,,
45350,9-й Железнодорожный переулок,58484285,9-й Железнодорожный пер.,Devyaty'j Zheleznodorozhny'j pereulok,2,735770,1206,"7,70130000280021E+016",,,,,,,,
45355,Новая улица,58484286,Новая ул.,Novaya ulicza,1,736990,1207,"7,70140000050001E+016",,,,,,,,
45360,Одоминовская улица,58484287,Одоминовская ул.,Odominovskaya ulicza,1,735850,1207,"7,70140000030009E+016",,,,,,,,
45365,Верхняя улица,58484288,Верхняя ул.,Verxnyaya ulicza,1,735850,1207,"7,70140000030012E+016",,,,,,,,
45370,Птичная улица,58484289,Птичная ул.,Ptichnaya ulicza,1,735850,1207,"7,70140000030006E+016",,,,,,,,
45375,Прибрежная улица,58484290,Прибрежная ул.,Pribrezhnaya ulicza,1,735850,1207,"7,70140000030008E+016",,,,,,,,
45380,Зелёная улица,58484291,Зелёная ул.,Zelyonaya ulicza,1,735850,1207,"7,70140000030011E+016",,,,,,,,
45385,Рябиновая улица,58484292,Рябиновая ул.,Ryabinovaya ulicza,1,735860,1207,"7,70140000170007E+016",,,,,,,,
45390,Лесная улица,58484293,Лесная ул.,Lesnaya ulicza,1,735860,1207,"7,70140000170002E+016",,,,,,,,
45395,Зелёная улица,58484294,Зелёная ул.,Zelyonaya ulicza,1,735870,1207,"7,70140000130002E+016",,,,,,,,
45400,Светлая улица,58484295,Светлая ул.,Svetlaya ulicza,1,735870,1207,"7,70140000130007E+016",,,,,,,,
45405,улица Полянка,58484296,ул. Полянка,ulicza Polyanka,1,735870,1207,"7,70140000130005E+016",,,,,,,,
45410,Солнечная улица,58484297,Солнечная ул.,Solnechnaya ulicza,1,735870,1207,"7,70140000130004E+016",,,,,,,,
45415,Черемушкинская улица,58484298,Черемушкинская ул.,Cheremushkinskaya ulicza,1,735870,1207,"7,70140000130006E+016",,,,,,,,
45420,Школьная улица,58484299,Школьная ул.,Shkol`naya ulicza,1,735870,1207,"7,70140000130003E+016",,,,,,,,
45425,Сказочная улица,58484300,Сказочная ул.,Skazochnaya ulicza,1,735880,1207,"7,70140000220003E+016",,,,,,,,
45430,Соловьиная улица,58484301,Соловьиная ул.,Solov`inaya ulicza,1,735890,1207,"7,70140000100001E+016",,,,,,,,
45435,Совхозная улица,58484302,Совхозная ул.,Sovxoznaya ulicza,1,735890,1207,"7,70140000100003E+016",,,,,,,,
45440,Осенняя улица,58484303,Осенняя ул.,Osennyaya ulicza,1,735900,1207,"7,70140000240011E+016",,,,,,,,
45445,Совхозная улица,58484304,Совхозная ул.,Sovxoznaya ulicza,1,735900,1207,"7,70140000240015E+016",,,,,,,,
45450,Подмосковная улица,58484305,Подмосковная ул.,Podmoskovnaya ulicza,1,735900,1207,"7,70140000240002E+016",,,,,,,,
45455,Садовая улица,58484306,Садовая ул.,Sadovaya ulicza,1,735910,1207,"7,70140000080001E+016",,,,,,,,
45460,Михайловская улица,58484307,Михайловская ул.,Mixajlovskaya ulicza,1,735930,1207,"7,70140000110001E+016",,,,,,,,
45465,Новая улица,58484308,Новая ул.,Novaya ulicza,1,735930,1207,"7,70140000110003E+016",,,,,,,,
45470,Парковая улица,58484309,Парковая ул.,Parkovaya ulicza,1,735930,1207,"7,70140000110011E+016",,,,,,,,
45475,Солнечная улица,58484310,Солнечная ул.,Solnechnaya ulicza,1,735930,1207,"7,70140000110012E+016",,,,,,,,
45480,Лесная улица,58484311,Лесная ул.,Lesnaya ulicza,1,735930,1207,"7,70140000110013E+016",,,,,,,,
45485,Заповедная улица,58484312,Заповедная ул.,Zapovednaya ulicza,1,735930,1207,"7,70140000110014E+016",,,,,,,,
45490,улица Бульварное Кольцо,58484313,ул. Бульварное Кольцо,ulicza Bul`varnoe Kol`czo,1,735930,1207,"7,70140000110015E+016",,,,,,,,
45495,1-й Парковый проезд,58484314,1-й Парковый пр.,Pervy'j Parkovy'j proezd,3,735930,1207,"7,70140000110016E+016",,,,,,,,
45500,2-й Парковый проезд,58484315,2-й Парковый пр.,Vtoroj Parkovy'j proezd,3,735930,1207,"7,70140000110017E+016",,,,,,,,
45505,3-й Парковый проезд,58484316,3-й Парковый пр.,Tretij Parkovy'j proezd,3,735930,1207,"7,70140000110018E+016",,,,,,,,
45510,4-й Парковый проезд,58484317,4-й Парковый пр.,Chetvyorty'j Parkovy'j proezd,3,735930,1207,"7,70140000110019E+016",,,,,,,,
45515,Новопеределкинская улица,58484318,Новопеределкинская ул.,Novoperedelkinskaya ulicza,1,735940,1207,"7,70140000230005E+016",,,,,,,,
45520,Дорожная улица,58484319,Дорожная ул.,Dorozhnaya ulicza,1,735940,1207,"7,70140000230003E+016",,,,,,,,
45525,Монастырская улица,58484320,Монастырская ул.,Monasty'rskaya ulicza,1,736000,1207,"7,70140000290005E+016",,,,,,,,
45530,Алексеевская улица,58484321,Алексеевская ул.,Alekseevskaya ulicza,1,736000,1207,"7,70140000290002E+016",,,,,,,,
45535,Радужная улица,58484322,Радужная ул.,Raduzhnaya ulicza,1,736000,1207,"7,70140000290009E+016",,,,,,,,
45540,Родниковая улица,58484323,Родниковая ул.,Rodnikovaya ulicza,1,736000,1207,"7,7014000029001E+016",,,,,,,,
45545,Луговая улица,58484324,Луговая ул.,Lugovaya ulicza,1,736000,1207,"7,70140000290011E+016",,,,,,,,
45550,Цветочная улица,58484325,Цветочная ул.,Czvetochnaya ulicza,1,736000,1207,"7,70140000290012E+016",,,,,,,,
45555,Солнечная улица,58484326,Солнечная ул.,Solnechnaya ulicza,1,736000,1207,"7,70140000290013E+016",,,,,,,,
45560,1-й Солнечный переулок,58484327,1-й Солнечный пер.,Pervy'j Solnechny'j pereulok,2,736000,1207,"7,70140000290003E+016",,,,,,,,
45565,2-й Солнечный переулок,58484328,2-й Солнечный пер.,Vtoroj Solnechny'j pereulok,2,736000,1207,"7,70140000290014E+016",,,,,,,,
45570,3-й Цветочный переулок,58484329,3-й Цветочный пер.,Tretij Czvetochny'j pereulok,2,736000,1207,"7,70140000290015E+016",,,,,,,,
45575,4-й Цветочный переулок,58484330,4-й Цветочный пер.,Chetvyorty'j Czvetochny'j pereulok,2,736000,1207,"7,70140000290016E+016",,,,,,,,
45580,1-й Цветочный переулок,58484331,1-й Цветочный пер.,Pervy'j Czvetochny'j pereulok,2,736000,1207,"7,70140000290008E+016",,,,,,,,
45585,2-й Цветочный переулок,58484332,2-й Цветочный пер.,Vtoroj Czvetochny'j pereulok,2,736000,1207,"7,70140000290017E+016",,,,,,,,
45590,улица Чистые Ключи,58484333,ул. Чистые Ключи,ulicza Chisty'e Klyuchi,1,736000,1207,"7,70140000290018E+016",,,,,,,,
45595,Лесная улица,58484334,Лесная ул.,Lesnaya ulicza,1,736000,1207,"7,70140000290019E+016",,,,,,,,
45600,Сиреневая улица,58484335,Сиреневая ул.,Sirenevaya ulicza,1,736010,1207,"7,70140000070001E+016",,,,,,,,
45605,Лесная улица,58484336,Лесная ул.,Lesnaya ulicza,1,736010,1207,"7,7014000007001E+016",,,,,,,,
45610,улица Лесная Аллея,58484337,ул. Лесная Аллея,ulicza Lesnaya Alleya,1,736010,1207,"7,70140000070008E+016",,,,,,,,
45615,Садовая улица,58484338,Садовая ул.,Sadovaya ulicza,1,736010,1207,"7,70140000070002E+016",,,,,,,,
45620,Озёрная улица,58484339,Озёрная ул.,Ozyornaya ulicza,1,736010,1207,"7,70140000070003E+016",,,,,,,,
45625,Луговая улица,58484340,Луговая ул.,Lugovaya ulicza,1,736010,1207,"7,70140000070005E+016",,,,,,,,
45630,Парковая улица,58484341,Парковая ул.,Parkovaya ulicza,1,736020,1207,"7,70140000090011E+016",,,,,,,,
45635,Рабочая улица,58484342,Рабочая ул.,Rabochaya ulicza,1,736020,1207,"7,70140000090015E+016",,,,,,,,
45640,Центральная улица,58484343,Центральная ул.,Czentral`naya ulicza,1,736020,1207,"7,70140000090022E+016",,,,,,,,
45645,Полевая улица,58484344,Полевая ул.,Polevaya ulicza,1,736020,1207,"7,70140000090027E+016",,,,,,,,
45650,улица Мичурина,58484345,ул. Мичурина,ulicza Michurina,1,736030,1207,"7,70140000150018E+016",,,,,,,,
45655,Дорожная улица,58484346,Дорожная ул.,Dorozhnaya ulicza,1,736030,1207,"7,70140000150017E+016",,,,,,,,
45660,Октябрьская улица,58484347,Октябрьская ул.,Oktyabr`skaya ulicza,1,736030,1207,"7,70140000150011E+016",,,,,,,,
45665,Парковая улица,58484348,Парковая ул.,Parkovaya ulicza,1,736030,1207,"7,70140000150015E+016",,,,,,,,
45670,Зелёный переулок,58484349,Зелёный пер.,Zelyony'j pereulok,2,736030,1207,"7,70140000150013E+016",,,,,,,,
45675,Полевая улица,58484350,Полевая ул.,Polevaya ulicza,1,736030,1207,"7,70140000150008E+016",,,,,,,,
45680,Весенняя улица,58484351,Весенняя ул.,Vesennyaya ulicza,1,736030,1207,"7,70140000150021E+016",,,,,,,,
45685,улица Фианит,58484352,ул. Фианит,ulicza Fianit,1,736030,1207,"7,70140000150022E+016",,,,,,,,
45690,Центральная улица,58484353,Центральная ул.,Czentral`naya ulicza,1,736030,1207,"7,70140000150014E+016",,,,,,,,
45695,Комсомольская улица,58484354,Комсомольская ул.,Komsomol`skaya ulicza,1,736030,1207,"7,7014000015002E+016",,,,,,,,
45700,Садовая улица,58484355,Садовая ул.,Sadovaya ulicza,1,736030,1207,"7,70140000150003E+016",,,,,,,,
45705,Лесная улица,58484356,Лесная ул.,Lesnaya ulicza,1,736040,1207,"7,70140000190013E+016",,,,,,,,
45710,Липовая улица,58484357,Липовая ул.,Lipovaya ulicza,1,736040,1207,"7,70140000190024E+016",,,,,,,,
45715,Сиреневая улица,58484358,Сиреневая ул.,Sirenevaya ulicza,1,736040,1207,"7,70140000190014E+016",,,,,,,,
45720,Весенняя улица,58484359,Весенняя ул.,Vesennyaya ulicza,1,736040,1207,"7,70140000190012E+016",,,,,,,,
45725,Заречная улица,58484360,Заречная ул.,Zarechnaya ulicza,1,736040,1207,"7,70140000190025E+016",,,,,,,,
45730,Цветочная улица,58484361,Цветочная ул.,Czvetochnaya ulicza,1,736040,1207,"7,70140000190005E+016",,,,,,,,
45735,Центральная улица,58484362,Центральная ул.,Czentral`naya ulicza,1,736040,1207,"7,70140000190007E+016",,,,,,,,
45740,Южная улица,58484363,Южная ул.,Yuzhnaya ulicza,1,736040,1207,"7,70140000190021E+016",,,,,,,,
45745,Солнечная улица,58484364,Солнечная ул.,Solnechnaya ulicza,1,736040,1207,"7,70140000190032E+016",,,,,,,,
45750,Сосновая улица,58484365,Сосновая ул.,Sosnovaya ulicza,1,736040,1207,"7,7014000019001E+016",,,,,,,,
45755,Зелёная улица,58484366,Зелёная ул.,Zelyonaya ulicza,1,736040,1207,"7,70140000190017E+016",,,,,,,,
45760,Новая улица,58484367,Новая ул.,Novaya ulicza,1,736050,1207,"7,70140000200015E+016",,,,,,,,
45765,Троицкая улица,58484368,Троицкая ул.,Troiczkaya ulicza,1,736050,1207,"7,70140000200029E+016",,,,,,,,
45770,Весёлая улица,58484369,Весёлая ул.,Vesyolaya ulicza,1,736050,1207,"7,7014000020003E+016",,,,,,,,
45775,Весенняя улица,58484370,Весенняя ул.,Vesennyaya ulicza,1,736050,1207,"7,70140000200008E+016",,,,,,,,
45780,Сиреневая улица,58484371,Сиреневая ул.,Sirenevaya ulicza,1,736050,1207,"7,70140000200017E+016",,,,,,,,
45785,Полевая улица,58484372,Полевая ул.,Polevaya ulicza,1,736050,1207,"7,70140000200028E+016",,,,,,,,
45790,Радужная улица,58484373,Радужная ул.,Raduzhnaya ulicza,1,736050,1207,"7,70140000200003E+016",,,,,,,,
