UM_CODE,UM_NAMEF,global_id,UM_NAMES,UM_TRANS,UM_TYPE,UM_TM,UM_TE,UM_KLADR,,,,,,,,
13650,Лефортовская площадь,58481547,Лефортовская пл.,Lefortovskaya ploshhad`,4,,102,"7,70000000003698E+016",,,,,,,,
13660,Лефортовская набережная,58481548,Лефортовская наб.,Lefortovskaya naberezhnaya,5,,102,"7,70000000001709E+016",,,,,,,,
13670,улица Лефортовский Вал,58481549,ул. Лефортовский Вал,ulicza Lefortovskij Val,1,,507,"7,70000000000295E+016",,,,,,,,
13680,Лефортовский переулок,58481550,Лефортовский пер.,Lefortovskij pereulok,2,,102,"7,7000000000171E+016",,,,,,,,
13690,Лечебная улица,58481551,Лечебная ул.,Lechebnaya ulicza,1,,417,"7,70000000001711E+016",,,,,,,,
13695,Ливенская улица,58481552,Ливенская ул.,Livenskaya ulicza,1,,711,"7,70000000001712E+016",,,,,,,,
13700,Лианозовский проезд,58481553,Лианозовский пр.,Lianozovskij proezd,3,,306,"7,70000000003699E+016",,,,,,,,
13710,Линейный проезд,58481554,Линейный пр.,Linejny'j proezd,3,,215,"7,70000000001713E+016",,,,,,,,
13720,Липецкая улица,58481555,Липецкая ул.,Lipeczkaya ulicza,1,,606,"7,70000000000502E+016",,,,,,,,
13740,Липовая аллея,58481556,Липовая аллея,Lipovaya alleya,9,,201,"7,70000000004099E+016",,,,,,,,
13750,улица Липчанского,58481557,ул. Липчанского,ulicza Lipchanskogo,1,,512,"7,70000000007496E+016",,,,,,,,
13760,Лисичанская улица,58481558,Лисичанская ул.,Lisichanskaya ulicza,1,,606,618,"7,70000000000503E+016",,,,,,,
13770,Лиственничная аллея,58481559,Лиственничная аллея,Listvennichnaya alleya,9,,215,"7,70000000001714E+016",,,,,,,,
13780,Листопадная улица,58481560,Листопадная ул.,Listopadnaya ulicza,1,,813,"7,70000000001715E+016",,,,,,,,
13790,улица Литвина-Седого,58481561,ул. Литвина-Седого,ulicza Litvina-Sedogo,1,,106,"7,70000000001716E+016",,,,,,,,
13805,Литовский бульвар,58481562,Литовский бульв.,Litovskij bul`var,8,,712,"7,70000000001717E+016",,,,,,,,
13810,1-й Лихачёвский переулок,58481563,1-й Лихачёвский пер.,Pervy'j Lixachyovskij pereulok,2,,207,"7,70000000001718E+016",,,,,,,,
13820,2-й Лихачёвский переулок,58481564,2-й Лихачёвский пер.,Vtoroj Lixachyovskij pereulok,2,,207,"7,70000000000356E+016",,,,,,,,
13830,3-й Лихачёвский переулок,58481565,3-й Лихачёвский пер.,Tretij Lixachyovskij pereulok,2,,207,"7,70000000001719E+016",,,,,,,,
13840,4-й Лихачёвский переулок,58481566,4-й Лихачёвский пер.,Chetvyorty'j Lixachyovskij pereulok,2,,207,"7,70000000000355E+016",,,,,,,,
13850,Лихоборская набережная,58481567,Лихоборская наб.,Lixoborskaya naberezhnaya,5,,207,"7,70000000000361E+016",,,,,,,,
13860,улица Лихоборские Бугры,58481568,ул. Лихоборские Бугры,ulicza Lixoborskie Bugry',1,,210,"7,70000000001721E+016",,,,,,,,
13920,3-й Нижнелихоборский проезд,58481569,3-й Нижнелихоборский пр.,Tretij Nizhnelixoborskij proezd,3,,215,"7,70000000001985E+016",,,,,,,,
13930,Лихов переулок,58481570,Лихов пер.,Lixov pereulok,2,,108,"7,70000000000563E+016",,,,,,,,
13940,улица Лобанова,58481571,ул. Лобанова,ulicza Lobanova,1,,609,"7,70000000001722E+016",,,,,,,,
13950,улица Лобачевского,58481572,ул. Лобачевского,ulicza Lobachevskogo,1,,814,815,820,"7,70000000007075E+016",,,,,,
13960,улица Лобачика,58481573,ул. Лобачика,ulicza Lobachika,1,,104,418,"7,70000000001724E+016",,,,,,,
13970,Лобненская улица,58481574,Лобненская ул.,Lobnenskaya ulicza,1,,208,"7,70000000001725E+016",,,,,,,,
13980,Лодочная улица,58481575,Лодочная ул.,Lodochnaya ulicza,1,,908,"7,70000000001726E+016",,,,,,,,
13990,Локомотивный проезд,58481576,Локомотивный пр.,Lokomotivny'j proezd,3,,215,"7,70000000001727E+016",,,,,,,,
14000,Ломоносовский проспект,58481577,Ломоносовский просп.,Lomonosovskij prospekt,10,,702,815,"7,70000000001728E+016",,,,,,,
14020,Лонгиновская улица,58481578,Лонгиновская ул.,Longinovskaya ulicza,1,,507,"7,70000000000296E+016",,,,,,,,
14035,улица Луиджи Лонго,58481579,ул. Луиджи Лонго,ulicza Luidzhi Longo,1,,214,"7,70000000003356E+016",,,,,,,,
14040,Лопухинский переулок,58481580,Лопухинский пер.,Lopuxinskij pereulok,2,,109,"7,70000000001729E+016",,,,,,,,
14050,Лосевская улица,58481581,Лосевская ул.,Losevskaya ulicza,1,,317,"7,7000000000173E+016",,,,,,,,
14060,Лосиноостровская улица,58481582,Лосиноостровская ул.,Losinoostrovskaya ulicza,1,,403,410,"7,70000000001731E+016",,,,,,,
14070,Лосинский проезд,58481583,Лосинский пр.,Losinskij proezd,3,,418,"7,70000000003702E+016",,,,,,,,
14080,Лубочный переулок,58481584,Лубочный пер.,Lubochny'j pereulok,2,,110,"7,70000000001732E+016",,,,,,,,
14090,улица Малая Лубянка,58481585,ул. М. Лубянка,ulicza Malaya Lubyanka,1,,104,105,"7,70000000000661E+016",,,,,,,
14100,Луганская улица,58481586,Луганская ул.,Luganskaya ulicza,1,,606,618,"7,70000000000504E+016",,,,,,,
14110,Луговая улица,58481587,Луговая ул.,Lugovaya ulicza,1,703580,813,"7,70000000001736E+016",,,,,,,,
14111,Луговая улица,58481588,Луговая ул.,Lugovaya ulicza,1,682020,809,"7,70000004300001E+016",,,,,,,,
14114,Луговой проезд,58481589,Луговой пр.,Lugovoj proezd,3,,509,"7,70000000004142E+016",,,,,,,,
14120,Лужнецкая набережная,58481590,Лужнецкая наб.,Luzhneczkaya naberezhnaya,5,,109,"7,70000000001737E+016",,,,,,,,
14121,Луговая улица,58481591,Луговая ул.,Lugovaya ulicza,1,728260,813,"7,70000000333906E+016",,,,,,,,
14129,Лужская улица,58481592,Лужская ул.,Luzhskaya ulicza,1,,212,"7,70000000001739E+016",,,,,,,,
14130,Лужнецкий проезд,58481593,Лужнецкий пр.,Luzhneczkij proezd,3,,109,"7,70000000001738E+016",,,,,,,,
14131,1-я улица Лукино,58481594,1-я ул. Лукино,Pervaya ulicza Lukino,1,,811,"7,7000000000174E+016",,,,,,,,
14132,2-я улица Лукино,58481595,2-я ул. Лукино,Vtoraya ulicza Lukino,1,,811,"7,70000000001741E+016",,,,,,,,
14133,Лукинская улица,58481596,Лукинская ул.,Lukinskaya ulicza,1,,811,"7,70000000001742E+016",,,,,,,,
14140,Луков переулок,58481597,Луков пер.,Lukov pereulok,2,,104,"7,70000000000662E+016",,,,,,,,
14150,улица Александра Лукьянова,58481598,ул. Александра Лукьянова,ulicza Aleksandra Luk`yanova,1,,102,"7,70000000001743E+016",,,,,,,,
14160,Лукьяновский проезд,58481599,Лукьяновский пр.,Luk`yanovskij proezd,3,,403,"7,70000000003703E+016",,,,,,,,
14170,Лухмановская улица,58481600,Лухмановская ул.,Luxmanovskaya ulicza,1,,409,"7,70000000007315E+016",,,,,,,,
14180,Глазовский переулок,58481601,Глазовский пер.,Glazovskij pereulok,2,,101,109,"7,70000000007189E+016",,,,,,,
14190,Луховицкая улица,58481602,Луховицкая ул.,Luxoviczkaya ulicza,1,,513,"7,7000000000007E+016",,,,,,,,
14200,1-й Лучевой просек,58481603,1-й Лучевой просек,Pervy'j Luchevoj prosek,14,,418,"7,70000000001745E+016",,,,,,,,
14210,2-й Лучевой просек,58481604,2-й Лучевой просек,Vtoroj Luchevoj prosek,14,,418,"7,70000000001746E+016",,,,,,,,
14211,3-й Лучевой просек,58481605,3-й Лучевой просек,Tretij Luchevoj prosek,14,,418,"7,70000000001747E+016",,,,,,,,
14220,4-й Лучевой просек,58481606,4-й Лучевой просек,Chetvyorty'j Luchevoj prosek,14,,418,"7,70000000003357E+016",,,,,,,,
14230,5-й Лучевой просек,58481607,5-й Лучевой просек,Pyaty'j Luchevoj prosek,14,,418,"7,70000000001748E+016",,,,,,,,
14240,6-й Лучевой просек,58481608,6-й Лучевой просек,Shestoj Luchevoj prosek,14,,418,"7,70000000001749E+016",,,,,,,,
14250,Лучников переулок,58481609,Лучников пер.,Luchnikov pereulok,2,,102,"7,7000000000175E+016",,,,,,,,
14252,Лыковский проезд,58481610,Лыковский пр.,Ly'kovskij proezd,3,,905,"7,70000000003704E+016",,,,,,,,
14253,1-й Лыковский проезд,58481611,1-й Лыковский пр.,Pervy'j Ly'kovskij proezd,3,,905,"7,70000000004176E+016",,,,,,,,
14260,1-я Лыковская улица,58481612,1-я Лыковская ул.,Pervaya Ly'kovskaya ulicza,1,,905,"7,70000000001751E+016",,,,,,,,
14261,2-я Лыковская улица,58481613,2-я Лыковская ул.,Vtoraya Ly'kovskaya ulicza,1,,905,"7,70000000001752E+016",,,,,,,,
14262,3-я Лыковская улица,58481614,3-я Лыковская ул.,Tret`ya Ly'kovskaya ulicza,1,,905,"7,70000000001753E+016",,,,,,,,
14265,Лыткаринская улица,58481615,Лыткаринская ул.,Ly'tkarinskaya ulicza,1,,409,"7,70000000000411E+016",,,,,,,,
14270,Лыщиков переулок,58481616,Лыщиков пер.,Ly'shhikov pereulok,2,,107,"7,70000000001754E+016",,,,,,,,
14280,улица Львова,58481617,ул. Львова,ulicza L`vova,1,,701,"7,70000000003705E+016",,,,,,,,
14310,площадь Академика Люльки,58481618,пл. Академика Люльки,ploshhad` Akademika Lyul`ki,4,,301,"7,700000000041E+016",,,,,,,,
14321,1-й Люберецкий проезд,58481619,1-й Люберецкий пр.,Pervy'j Lyubereczkij proezd,3,,504,"7,70000000000042E+016",,,,,,,,
14322,2-й Люберецкий проезд,58481620,2-й Люберецкий пр.,Vtoroj Lyubereczkij proezd,3,,504,"7,70000000000043E+016",,,,,,,,
14323,3-й Люберецкий проезд,58481621,3-й Люберецкий пр.,Tretij Lyubereczkij proezd,3,,504,"7,70000000000026E+016",,,,,,,,
14324,4-й Люберецкий проезд,58481622,4-й Люберецкий пр.,Chetvyorty'j Lyubereczkij proezd,3,,504,"7,70000000000027E+016",,,,,,,,
14330,Люблинская улица,58481623,Люблинская ул.,Lyublinskaya ulicza,1,,508,509,514,"7,70000000000082E+016",,,,,,
14335,улица Розы Люксембург,58481624,ул. Розы Люксембург,ulicza Rozy' Lyuksemburg,1,,409,"7,7000000000044E+016",,,,,,,,
14340,Люсиновская улица,58481625,Люсиновская ул.,Lyusinovskaya ulicza,1,,103,609,"7,70000000001755E+016",,,,,,,
14350,1-й Люсиновский переулок,58481626,1-й Люсиновский пер.,Pervy'j Lyusinovskij pereulok,2,,103,"7,70000000001756E+016",,,,,,,,
14370,3-й Люсиновский переулок,58481627,3-й Люсиновский пер.,Tretij Lyusinovskij pereulok,2,,103,"7,70000000001757E+016",,,,,,,,
14380,Лялин переулок,58481628,Лялин пер.,Lyalin pereulok,2,,102,"7,70000000001758E+016",,,,,,,,
14390,Лялина площадь,58481629,Лялина пл.,Lyalina ploshhad`,4,,102,"7,70000000004101E+016",,,,,,,,
14400,Ляминский проезд,58481630,Ляминский пр.,Lyaminskij proezd,3,,418,"7,70000000003707E+016",,,,,,,,
14410,улица Ляпидевского,58481631,ул. Ляпидевского,ulicza Lyapidevskogo,1,,216,"7,70000000001759E+016",,,,,,,,
14420,улица Ляпунова,58481632,ул. Ляпунова,ulicza Lyapunova,1,,702,"7,7000000000176E+016",,,,,,,,
14430,Магаданская улица,58481633,Магаданская ул.,Magadanskaya ulicza,1,,307,"7,70000000001762E+016",,,,,,,,
14440,Магазинный тупик,58481634,Магазинный туп.,Magazinny'j tupik,7,,507,"7,70000000000298E+016",,,,,,,,
14450,1-я Магистральная улица,58481635,1-я Магистральная ул.,Pervaya Magistral`naya ulicza,1,,217,"7,70000000001763E+016",,,,,,,,
14460,2-я Магистральная улица,58481636,2-я Магистральная ул.,Vtoraya Magistral`naya ulicza,1,,106,217,"7,70000000001764E+016",,,,,,,
14470,3-я Магистральная улица,58481637,3-я Магистральная ул.,Tret`ya Magistral`naya ulicza,1,,106,217,"7,70000000001765E+016",,,,,,,
14480,4-я Магистральная улица,58481638,4-я Магистральная ул.,Chetvyortaya Magistral`naya ulicza,1,,217,"7,70000000001766E+016",,,,,,,,
14490,5-я Магистральная улица,58481639,5-я Магистральная ул.,Pyataya Magistral`naya ulicza,1,,217,"7,70000000001767E+016",,,,,,,,
14500,Магистральный переулок,58481640,Магистральный пер.,Magistral`ny'j pereulok,2,,217,"7,70000000001772E+016",,,,,,,,
14510,1-й Магистральный проезд,58481641,1-й Магистральный пр.,Pervy'j Magistral`ny'j proezd,3,,217,"7,70000000001769E+016",,,,,,,,
14530,1-й Магистральный тупик,58481642,1-й Магистральный туп.,Pervy'j Magistral`ny'j tupik,7,,217,"7,7000000000177E+016",,,,,,,,
14540,2-й Магистральный тупик,58481643,2-й Магистральный туп.,Vtoroj Magistral`ny'j tupik,7,,217,"7,70000000001771E+016",,,,,,,,
14545,Магнитогорская улица,58481644,Магнитогорская ул.,Magnitogorskaya ulicza,1,,407,"7,70000000001773E+016",,,,,,,,
14550,улица Маёвок,58481645,ул. Маёвок,ulicza Mayovok,1,,513,"7,7000000000005E+016",,,,,,,,
14560,Мажоров переулок,58481646,Мажоров пер.,Mazhorov pereulok,2,,417,"7,70000000001774E+016",,,,,,,,
14565,Мазиловская улица,58481647,Мазиловская ул.,Mazilovskaya ulicza,1,,819,"7,70000000007575E+016",,,,,,,,
14570,Майский просек,58481648,Майский просек,Majskij prosek,14,,418,"7,70000000003708E+016",,,,,,,,
14572,Майская улица,58481649,Майская ул.,Majskaya ulicza,1,,813,"7,70000000001775E+016",,,,,,,,
14580,улица Макаренко,58481650,ул. Макаренко,ulicza Makarenko,1,,102,"7,70000000001776E+016",,,,,,,,
14590,улица Адмирала Макарова,58481651,ул. Адмирала Макарова,ulicza Admirala Makarova,1,,205,"7,70000000001777E+016",,,,,,,,
14591,улица Татьяны Макаровой,58481652,ул. Татьяны Макаровой,ulicza Tat`yany' Makarovoj,1,,409,"7,70000000007046E+016",,,,,,,,
14600,Болотная улица,58481653,Болотная ул.,Bolotnaya ulicza,1,,110,"7,70000000007378E+016",,,,,,,,
14610,улица Сергея Макеева,58481654,ул. Сергея Макеева,ulicza Sergeya Makeeva,1,,106,"7,7000000000336E+016",,,,,,,,
14620,Макеевская улица,58481655,Макеевская ул.,Makeevskaya ulicza,1,,618,"7,7000000000371E+016",,,,,,,,
14640,Космодамианская набережная,58481656,Космодамианская наб.,Kosmodamianskaya naberezhnaya,5,,103,"7,70000000007031E+016",,,,,,,,
14650,улица Максимова,58481657,ул. Максимова,ulicza Maksimova,1,,907,"7,70000000001778E+016",,,,,,,,
14660,Малахитовая улица,58481658,Малахитовая ул.,Malaxitovaya ulicza,1,,312,"7,70000000001779E+016",,,,,,,,
14670,Маленковская улица,58481659,Маленковская ул.,Malenkovskaya ulicza,1,,418,"7,7000000000178E+016",,,,,,,,
14671,Малинская улица,58481660,Малинская ул.,Malinskaya ulicza,1,,1005,"7,70000020001782E+016",,,,,,,,
14685,улица Маршала Малиновского,58481661,ул. Маршала Малиновского,ulicza Marshala Malinovskogo,1,,907,"7,70000000001781E+016",,,,,,,,
14695,улица Малыгина,58481662,ул. Малыгина,ulicza Maly'gina,1,,307,"7,70000000001784E+016",,,,,,,,
14700,Малыгинский проезд,58481663,Малыгинский пр.,Maly'ginskij proezd,3,,317,"7,70000000003712E+016",,,,,,,,
14705,улица Малышева,58481664,ул. Малышева,ulicza Maly'sheva,1,,514,"7,70000000000194E+016",,,,,,,,
14710,Манежная улица,58481665,Манежная ул.,Manezhnaya ulicza,1,,108,"7,70000000001786E+016",,,,,,,,
14720,Мансуровский переулок,58481666,Мансуровский пер.,Mansurovskij pereulok,2,,109,"7,70000000001787E+016",,,,,,,,
14730,Мантулинская улица,58481667,Мантулинская ул.,Mantulinskaya ulicza,1,,106,"7,70000000001788E+016",,,,,,,,
14740,Большой Ордынский переулок,58481668,Б. Ордынский пер.,Bol`shoj Ordy'nskij pereulok,2,,103,"7,7000000000721E+016",,,,,,,,
14750,Малый Ордынский переулок,58481669,М. Ордынский пер.,Maly'j Ordy'nskij pereulok,2,,103,"7,70000000007032E+016",,,,,,,,
14752,улица Маргелова,58481670,ул. Маргелова,ulicza Margelova,1,,217,"7,70000000007763E+016",,,,,,,,
14755,улица Маресьева,58481671,ул. Маресьева,ulicza Mares`eva,1,,512,"7,70000000007495E+016",,,,,,,,
14760,Мариупольская улица,58481672,Мариупольская ул.,Mariupol`skaya ulicza,1,,508,"7,70000000000195E+016",,,,,,,,
14780,Староваганьковский переулок,58481673,Староваганьковский пер.,Starovagan`kovskij pereulok,2,,101,"7,70000000004148E+016",,,,,,,,
14790,Марксистская улица,58481674,Марксистская ул.,Marksistskaya ulicza,1,,107,"7,70000000001792E+016",,,,,,,,
14800,Марксистский переулок,58481675,Марксистский пер.,Marksistskij pereulok,2,,107,"7,70000000001793E+016",,,,,,,,
14810,Мароновский переулок,58481676,Мароновский пер.,Maronovskij pereulok,2,,110,"7,70000000001794E+016",,,,,,,,
14820,Мартеновская улица,58481677,Мартеновская ул.,Martenovskaya ulicza,1,,411,413,"7,70000000000412E+016",,,,,,,
14830,Мартыновский переулок,58481678,Мартыновский пер.,Marty'novskij pereulok,2,,107,"7,70000000001796E+016",,,,,,,,
14840,Большая Марфинская улица,58481679,Б. Марфинская ул.,Bol`shaya Marfinskaya ulicza,1,,308,"7,70000000001797E+016",,,,,,,,
14845,Марфинский проезд,58481680,Марфинский пр.,Marfinskij proezd,3,,308,"7,70000000003714E+016",,,,,,,,
14850,Милютинский переулок,58481681,Милютинский пер.,Milyutinskij pereulok,2,,104,"7,70000000007171E+016",,,,,,,,
14890,1-й проезд Марьиной Рощи,58481682,1-й пр. Марьиной Рощи,Pervy'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001798E+016",,,,,,,,
14900,2-й проезд Марьиной Рощи,58481683,2-й пр. Марьиной Рощи,Vtoroj proezd Mar`inoj Roshhi,3,,309,"7,70000000001804E+016",,,,,,,,
14910,3-й проезд Марьиной Рощи,58481684,3-й пр. Марьиной Рощи,Tretij proezd Mar`inoj Roshhi,3,,309,"7,70000000001806E+016",,,,,,,,
14920,4-й проезд Марьиной Рощи,58481685,4-й пр. Марьиной Рощи,Chetvyorty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001808E+016",,,,,,,,
14930,5-й проезд Марьиной Рощи,58481686,5-й пр. Марьиной Рощи,Pyaty'j proezd Mar`inoj Roshhi,3,,309,"7,7000000000181E+016",,,,,,,,
14940,6-й проезд Марьиной Рощи,58481687,6-й пр. Марьиной Рощи,Shestoj proezd Mar`inoj Roshhi,3,,309,"7,70000000001811E+016",,,,,,,,
14950,8-й проезд Марьиной Рощи,58481688,8-й пр. Марьиной Рощи,Vos`moj proezd Mar`inoj Roshhi,3,,309,"7,70000000001813E+016",,,,,,,,
14960,9-й проезд Марьиной Рощи,58481689,9-й пр. Марьиной Рощи,Devyaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001814E+016",,,,,,,,
14980,10-й проезд Марьиной Рощи,58481690,10-й пр. Марьиной Рощи,Desyaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001799E+016",,,,,,,,
14990,11-й проезд Марьиной Рощи,58481691,11-й пр. Марьиной Рощи,Odinnadczaty'j proezd Mar`inoj Roshhi,3,,309,"7,700000000018E+016",,,,,,,,
15000,12-й проезд Марьиной Рощи,58481692,12-й пр. Марьиной Рощи,Dvenadczaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001801E+016",,,,,,,,
15010,13-й проезд Марьиной Рощи,58481693,13-й пр. Марьиной Рощи,Trinadczaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001802E+016",,,,,,,,
15020,14-й проезд Марьиной Рощи,58481694,14-й пр. Марьиной Рощи,Chety'rnadczaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001803E+016",,,,,,,,
15050,17-й проезд Марьиной Рощи,58481695,17-й пр. Марьиной Рощи,Semnadczaty'j proezd Mar`inoj Roshhi,3,,309,"7,70000000001817E+016",,,,,,,,
15060,2-я улица Марьиной Рощи,58481696,2-я ул. Марьиной Рощи,Vtoraya ulicza Mar`inoj Roshhi,1,,309,"7,70000000001805E+016",,,,,,,,
15070,3-я улица Марьиной Рощи,58481697,3-я ул. Марьиной Рощи,Tret`ya ulicza Mar`inoj Roshhi,1,,309,"7,70000000001807E+016",,,,,,,,
15080,4-я улица Марьиной Рощи,58481698,4-я ул. Марьиной Рощи,Chetvyortaya ulicza Mar`inoj Roshhi,1,,309,"7,70000000001809E+016",,,,,,,,
15090,Большая Марьинская улица,58481699,Б. Марьинская ул.,Bol`shaya Mar`inskaya ulicza,1,,310,"7,70000000001818E+016",,,,,,,,
15095,улица Марьинский Парк,58481700,ул. Марьинский Парк,ulicza Mar`inskij Park,1,,509,508,"7,70000000004542E+016",,,,,,,
15101,Марьинский бульвар,58481701,Марьинский бульв.,Mar`inskij bul`var,8,,509,"7,70000000004135E+016",,,,,,,,
15110,улица Верхняя Масловка,58481702,ул. Верх. Масловка,ulicza Verxnyaya Maslovka,1,,201,213,"7,70000000001819E+016",,,,,,,
15120,улица Нижняя Масловка,58481703,ул. Нижн. Масловка,ulicza Nizhnyaya Maslovka,1,,201,202,213,"7,7000000000182E+016",,,,,,
15160,улица Мастеркова,58481704,ул. Мастеркова,ulicza Masterkova,1,,609,"7,70000000001821E+016",,,,,,,,
15170,Мастеровая улица,58481705,Мастеровая ул.,Masterovaya ulicza,1,,413,"7,70000000000413E+016",,,,,,,,
15180,Матвеевская улица,58481706,Матвеевская ул.,Matveevskaya ulicza,1,,820,"7,70000000001822E+016",,,,,,,,
15210,улица Матросова,58481707,ул. Матросова,ulicza Matrosova,1,,816,"7,70000000001823E+016",,,,,,,,
15220,улица Матросская Тишина,58481708,ул. Матросская Тишина,ulicza Matrosskaya Tishina,1,,418,"7,70000000001824E+016",,,,,,,,
15230,Большой Матросский переулок,58481709,Б. Матросский пер.,Bol`shoj Matrosskij pereulok,2,,418,"7,70000000001825E+016",,,,,,,,
15235,улица Саморы Машела,58481710,ул. Саморы Машела,ulicza Samory' Mashela,1,,707,"7,70000000003815E+016",,,,,,,,
15240,1-я улица Машиностроения,58481711,1-я ул. Машиностроения,Pervaya ulicza Mashinostroeniya,1,,515,"7,70000000000196E+016",,,,,,,,
15250,2-я улица Машиностроения,58481712,2-я ул. Машиностроения,Vtoraya ulicza Mashinostroeniya,1,,511,515,"7,70000000000197E+016",,,,,,,
15256,Машкинское шоссе,58481713,Машкинское ш.,Mashkinskoe shosse,6,,212,901,"7,70000000003716E+016",,,,,,,
15260,улица Машкова,58481714,ул. Машкова,ulicza Mashkova,1,,102,"7,70000000001826E+016",,,,,,,,
15270,переулок Маяковского,58481715,пер. Маяковского,pereulok Mayakovskogo,2,,107,"7,70000000001827E+016",,,,,,,,
15287,улица Маяковского,58481716,ул. Маяковского,ulicza Mayakovskogo,1,,813,"7,70000000001828E+016",,,,,,,,
15300,Старопименовский переулок,58481717,Старопименовский пер.,Staropimenovskij pereulok,2,,108,"7,70000000007033E+016",,,,,,,,
15301,улица Медведева,58481718,ул. Медведева,ulicza Medvedeva,1,,409,"7,7000000000735E+016",,,,,,,,
15319,Медведковская улица,58481719,Медведковская ул.,Medvedkovskaya ulicza,1,,1005,"7,7000002000183E+016",,,,,,,,
15330,Медвежий переулок,58481720,Медвежий пер.,Medvezhij pereulok,2,,106,"7,70000000003718E+016",,,,,,,,
15360,улица Медиков,58481721,ул. Медиков,ulicza Medikov,1,,618,"7,70000000000505E+016",,,,,,,,
15370,Медовый переулок,58481722,Медовый пер.,Medovy'j pereulok,2,,415,417,"7,70000000001831E+016",,,,,,,
15379,Медынская улица,58481723,Медынская ул.,Medy'nskaya ulicza,1,,607,"7,70000000001832E+016",,,,,,,,
15430,Международная улица,58481724,Международная ул.,Mezhdunarodnaya ulicza,1,,107,"7,70000000001833E+016",,,,,,,,
15440,Международное шоссе,58481725,Международное ш.,Mezhdunarodnoe shosse,6,,212,"7,70000000001834E+016",,,,,,,,
15450,Средний Международный переулок,58481726,Ср. Международный пер.,Srednij Mezhdunarodny'j pereulok,2,,107,"7,70000000003719E+016",,,,,,,,
15479,Мелитопольский проезд,58481727,Мелитопольский пр.,Melitopol`skij proezd,3,,711,"7,70000000001837E+016",,,,,,,,
15480,Мелитопольская улица,58481728,Мелитопольская ул.,Melitopol`skaya ulicza,1,,607,"7,7000000000372E+016",,,,,,,,
15485,1-я Мелитопольская улица,58481729,1-я Мелитопольская ул.,Pervaya Melitopol`skaya ulicza,1,,711,"7,70000000001835E+016",,,,,,,,
15486,2-я Мелитопольская улица,58481730,2-я Мелитопольская ул.,Vtoraya Melitopol`skaya ulicza,1,,711,"7,70000000001836E+016",,,,,,,,
15530,Мелиховская улица,58481731,Мелиховская ул.,Melixovskaya ulicza,1,,304,"7,70000000001838E+016",,,,,,,,
15536,Мелькисаровская улица,58481732,Мелькисаровская ул.,Mel`kisarovskaya ulicza,1,,212,"7,70000000001839E+016",,,,,,,,
15540,улица Мельникова,58481733,ул. Мельникова,ulicza Mel`nikova,1,,107,515,"7,70000000000198E+016",,,,,,,
15550,Мельницкий переулок,58481734,Мельницкий пер.,Mel`niczkij pereulok,2,,107,"7,7000000000184E+016",,,,,,,,
15560,Менделеевская улица,58481735,Менделеевская ул.,Mendeleevskaya ulicza,1,,815,"7,70000000001841E+016",,,,,,,,
15570,улица Менжинского,58481736,ул. Менжинского,ulicza Menzhinskogo,1,,303,307,"7,70000000001842E+016",,,,,,,
15580,Мерзляковский переулок,58481737,Мерзляковский пер.,Merzlyakovskij pereulok,2,,101,106,"7,70000000001844E+016",,,,,,,
15585,улица Маршала Мерецкова,58481738,ул. Маршала Мерецкова,ulicza Marshala Mereczkova,1,,907,"7,70000000001843E+016",,,,,,,,
15586,Поречная улица,58481739,Поречная ул.,Porechnaya ulicza,1,,509,"7,70000000004132E+016",,,,,,,,
15590,улица Металлургов,58481740,ул. Металлургов,ulicza Metallurgov,1,,407,411,413,"7,70000000000414E+016",,,,,,
15610,Малый Казённый переулок,58481741,М. Казённый пер.,Maly'j Kazyonny'j pereulok,2,,102,"7,70000000007124E+016",,,,,,,,
15620,Мещанская улица,58481742,Мещанская ул.,Meshhanskaya ulicza,1,,105,"7,70000000001847E+016",,,,,,,,
15630,Мещерский переулок,58481743,Мещерский пер.,Meshherskij pereulok,2,,513,"7,70000000000044E+016",,,,,,,,
15650,Мещерский проспект,58481744,Мещерский просп.,Meshherskij prospekt,10,,816,"7,70000000001848E+016",,,,,,,,
15660,улица Мещерякова,58481745,ул. Мещерякова,ulicza Meshheryakova,1,,903,"7,70000000001849E+016",,,,,,,,
15665,Микульский переулок,58481746,Микульский пер.,Mikul`skij pereulok,2,,418,"7,70000000004274E+016",,,,,,,,
15667,улица Авиаконструктора Микояна,58481747,ул. Авиаконструктора Микояна,ulicza Aviakonstruktora Mikoyana,1,,217,"7,70000000007374E+016",,,,,,,,
15670,улица Миклухо-Маклая,58481748,ул. Миклухо-Маклая,ulicza Mikluxo-Maklaya,1,,704,707,"7,7000000000185E+016",,,,,,,
15690,улица Милашенкова,58481749,ул. Милашенкова,ulicza Milashenkova,1,,305,"7,70000000001851E+016",,,,,,,,
15695,Милицейский переулок,58481750,Милицейский пер.,Miliczejskij pereulok,2,,201,"7,70000000003721E+016",,,,,,,,
15710,Миллионная улица,58481751,Миллионная ул.,Millionnaya ulicza,1,,403,"7,70000000001852E+016",,,,,,,,
